order_id,order_date,customer_name,customer_phone,product_id,product_name,quantity,total_amount,discount_amount,status,comment,delivery_date,gift_card,order_id_fk,customer_id_fk,gift_card_id_fk
2029637178773,2024-01-01 04:32:30,Дмитрий Кузнецов,+7 (9667) 46-53,4,Подписка на газету,2,1135.42,64.58,Completed,"Задержка с доставкой, печалька...",2024-07-01,6099397430788484,13,7,11
2029637319320,2024-01-01 05:22:59,Анна Смирнова,+7 (9940) 53-29,2,Игрушка мяч,2,588.15,11.85,Processing,"Задержка с доставкой, печалька...",2024-01-13,5008300071867573,14,6,9
2029637319320,2024-01-01 05:22:59,Анна Смирнова,+7 (9940) 53-29,3,Амуниция для собак,3,2990.6,609.4,Processing,"Задержка с доставкой, печалька...",2024-01-13,5008300071867573,14,6,9
2029637319320,2024-01-01 05:22:59,Анна Смирнова,+7 (9940) 53-29,5,Молоко,5,14495.96,504.04,Processing,"Задержка с доставкой, печалька...",2024-01-13,5008300071867573,14,6,9
2029637319320,2024-01-01 05:22:59,Анна Смирнова,+7 (9940) 53-29,1,Корм для собак,2,878.03,121.97,Processing,"Задержка с доставкой, печалька...",2024-01-13,5008300071867573,14,6,9
2029637319320,2024-01-01 05:22:59,Анна Смирнова,+7 (9940) 53-29,5,Молоко,3,7238.43,1761.57,Processing,"Задержка с доставкой, печалька...",2024-01-13,5008300071867573,14,6,9
2029636235232,2024-01-01 05:23:00,Елена Новикова,+7 (9292) 05-05,2,Игрушка мяч,3,873.6,26.4,Completed,Проверить наличие,2024-01-08,3155239520110771,15,8,12
2029635693562,2024-01-01 05:27:46,Мария Петрова,+7 (9718) 76-42,2,Игрушка мяч,5,1326.95,173.05,Processing,Проверить наличие,2024-01-10,9645911883194436,16,5,8
2029636301631,2024-01-01 05:32:27,Михаил Орлов,+7 (9602) 06-79,1,Корм для собак,5,2189.68,310.32,Processing,Подарок вовремя,2024-01-05,0829129477023777,17,1,1
2029636301631,2024-01-01 05:32:27,Михаил Орлов,+7 (9602) 06-79,3,Амуниция для собак,1,1022.45,177.55,Processing,Подарок вовремя,2024-01-05,0768124501445669,17,1,2
2029637606420,2024-01-01 06:05:53,Елена Новикова,+7 (9903) 57-07,1,Корм для собак,1,446.78,53.22,Processing,Подарок вовремя,2024-04-01,2322327791927395,18,8,13
2029637606420,2024-01-01 06:05:53,Елена Новикова,+7 (9903) 57-07,4,Подписка на газету,5,2709.29,290.71,Processing,Подарок вовремя,2024-04-01,9590692449731792,18,8,14
2029637606420,2024-01-01 06:05:53,Елена Новикова,+7 (9903) 57-07,5,Молоко,4,10460.89,1539.11,Processing,Подарок вовремя,2024-04-01,2322327791927395,18,8,13
2029637606420,2024-01-01 06:05:53,Елена Новикова,+7 (9903) 57-07,1,Корм для собак,5,2148.44,351.56,Processing,Подарок вовремя,2024-04-01,2322327791927395,18,8,13
2029637606420,2024-01-01 06:05:53,Елена Новикова,+7 (9903) 57-07,1,Корм для собак,3,1465.53,34.47,Processing,Подарок вовремя,2024-04-01,3155239520110771,18,8,12
2029636054880,2024-01-01 06:25:34,Наталья Васильева,+7 (9891) 22-64,5,Молоко,3,8439.87,560.13,Processing,Подарок вовремя,2024-01-12,4847808390878842,19,9,15
2029636054880,2024-01-01 06:25:34,Наталья Васильева,+7 (9891) 22-64,4,Подписка на газету,4,2368.23,31.77,Processing,Подарок вовремя,2024-01-12,4847808390878842,19,9,15
2029636054880,2024-01-01 06:25:34,Наталья Васильева,+7 (9891) 22-64,5,Молоко,1,2864.48,135.52,Processing,Подарок вовремя,2024-01-12,4847808390878842,19,9,15
2029636054880,2024-01-01 06:25:34,Наталья Васильева,+7 (9891) 22-64,3,Амуниция для собак,3,2961.36,638.64,Processing,Подарок вовремя,2024-01-12,4847808390878842,19,9,15
2029636054880,2024-01-01 06:25:34,Наталья Васильева,+7 (9891) 22-64,5,Молоко,3,8379.81,620.19,Processing,Подарок вовремя,2024-01-12,4847808390878842,19,9,15
2029636039212,2024-01-01 06:53:36,Мария Петрова,+7 (9908) 78-35,5,Молоко,4,10464.94,1535.06,Processing,Проверить наличие,2024-07-01,9645911883194436,20,5,8
2029635923338,2024-01-01 07:05:00,Наталья Васильева,+7 (9714) 65-95,2,Игрушка мяч,3,769.17,130.83,Completed,Спасибо за заказ,2024-01-26,4847808390878842,21,9,15
2029635923338,2024-01-01 07:05:00,Наталья Васильева,+7 (9714) 65-95,5,Молоко,3,8388.41,611.59,Completed,Спасибо за заказ,2024-01-26,4847808390878842,21,9,15
2029635923338,2024-01-01 07:05:00,Наталья Васильева,+7 (9714) 65-95,2,Игрушка мяч,3,823.35,76.65,Completed,Спасибо за заказ,2024-01-26,4847808390878842,21,9,15
2029635923338,2024-01-01 07:05:00,Наталья Васильева,+7 (9714) 65-95,1,Корм для собак,1,445.83,54.17,Completed,Спасибо за заказ,2024-01-26,4847808390878842,21,9,15
2029635923338,2024-01-01 07:05:00,Наталья Васильева,+7 (9714) 65-95,2,Игрушка мяч,4,1199.41,0.59,Completed,Спасибо за заказ,2024-01-26,4847808390878842,21,9,15
2029635785776,2024-01-01 07:42:49,Дмитрий Кузнецов,+7 (9382) 59-39,2,Игрушка мяч,5,1406.67,93.33,Completed,Всё отлично!,2024-01-15,0885522781699105,22,7,16
2029635785776,2024-01-01 07:42:49,Дмитрий Кузнецов,+7 (9382) 59-39,4,Подписка на газету,2,1069.59,130.41,Completed,Всё отлично!,2024-01-15,6099397430788484,22,7,11
2029635785776,2024-01-01 07:42:49,Дмитрий Кузнецов,+7 (9382) 59-39,1,Корм для собак,3,1329.81,170.19,Completed,Всё отлично!,2024-01-15,1815900836394171,22,7,17
2029636034200,2024-01-01 08:04:27,Иван Иванов,+7 (9608) 48-29,4,Подписка на газету,5,2744.86,255.14,Cancelled,Ждём с нетерпением!,2024-01-22,7329380320589945,23,10,18
2029636034200,2024-01-01 08:04:27,Иван Иванов,+7 (9608) 48-29,5,Молоко,4,9883.01,2116.99,Cancelled,Ждём с нетерпением!,2024-01-22,7329380320589945,23,10,18
2029637524382,2024-01-01 08:30:18,Сергей Сидоров,+7 (9542) 06-88,2,Игрушка мяч,2,582.27,17.73,Processing,Подарок вовремя,2024-01-14,1147744300886234,24,4,7
2029637524382,2024-01-01 08:30:18,Сергей Сидоров,+7 (9542) 06-88,1,Корм для собак,3,1493.42,6.58,Processing,Подарок вовремя,2024-01-14,1147744300886234,24,4,7
2029637524382,2024-01-01 08:30:18,Сергей Сидоров,+7 (9542) 06-88,2,Игрушка мяч,5,1334.09,165.91,Processing,Подарок вовремя,2024-01-14,1147744300886234,24,4,7
2029637304387,2024-01-01 08:39:00,Ольга Кузнецова,+7 (9149) 62-65,3,Амуниция для собак,2,1954.13,445.87,Completed,Подарок вовремя,2024-01-22,5389096356870688,25,3,5
2029635796124,2024-01-01 08:39:00,Михаил Орлов,+7 (9746) 30-20,4,Подписка на газету,4,2252.44,147.56,Cancelled,Всё отлично!,2024-01-27,8813984916515647,26,1,10
2029635796124,2024-01-01 08:39:00,Михаил Орлов,+7 (9746) 30-20,4,Подписка на газету,5,2469.43,530.57,Cancelled,Всё отлично!,2024-01-27,8813984916515647,26,1,10
2029635796124,2024-01-01 08:39:00,Михаил Орлов,+7 (9746) 30-20,2,Игрушка мяч,3,897.25,2.75,Cancelled,Всё отлично!,2024-01-27,0829129477023777,26,1,1
2029635796124,2024-01-01 08:39:00,Михаил Орлов,+7 (9746) 30-20,2,Игрушка мяч,2,482.77,117.23,Cancelled,Всё отлично!,2024-01-27,0768124501445669,26,1,2
2029635796124,2024-01-01 08:39:00,Михаил Орлов,+7 (9746) 30-20,4,Подписка на газету,5,2423.66,576.34,Cancelled,Всё отлично!,2024-01-27,0768124501445669,26,1,2
2029636076471,2024-01-01 08:40:55,Елена Новикова,+7 (9811) 94-12,2,Игрушка мяч,4,965.13,234.87,Completed,Ждём с нетерпением!,2024-01-19,2322327791927395,27,8,13
2029636076471,2024-01-01 08:40:55,Елена Новикова,+7 (9811) 94-12,5,Молоко,5,12546.79,2453.21,Completed,Ждём с нетерпением!,2024-01-19,3155239520110771,27,8,12
2029636195151,2024-01-01 08:59:01,Елена Новикова,+7 (9866) 54-57,5,Молоко,2,5407.05,592.95,Cancelled,Нужно уточнить сроки,2024-01-04,2322327791927395,28,8,13
2029636195151,2024-01-01 08:59:01,Елена Новикова,+7 (9866) 54-57,3,Амуниция для собак,5,5172.87,827.13,Cancelled,Нужно уточнить сроки,2024-01-04,9590692449731792,28,8,14
2029636195151,2024-01-01 08:59:01,Елена Новикова,+7 (9866) 54-57,4,Подписка на газету,5,2955.6,44.4,Cancelled,Нужно уточнить сроки,2024-01-04,2322327791927395,28,8,13
2029636195151,2024-01-01 08:59:01,Елена Новикова,+7 (9866) 54-57,1,Корм для собак,4,1823.41,176.59,Cancelled,Нужно уточнить сроки,2024-01-04,3155239520110771,28,8,12
2029637234430,2024-01-01 09:33:00,Дмитрий Кузнецов,+7 (9231) 72-20,4,Подписка на газету,3,1674.65,125.35,Completed,Спасибо за заказ,2024-01-10,6099397430788484,29,7,11
2029637234430,2024-01-01 09:33:00,Дмитрий Кузнецов,+7 (9231) 72-20,2,Игрушка мяч,1,271.62,28.38,Completed,Спасибо за заказ,2024-01-10,0885522781699105,29,7,16
2029637300620,2024-01-01 09:44:00,Иван Иванов,+7 (9378) 27-47,4,Подписка на газету,4,2341.3,58.7,Completed,Нужно уточнить сроки,2024-01-16,7329380320589945,30,10,18
2029637300620,2024-01-01 09:44:00,Иван Иванов,+7 (9378) 27-47,1,Корм для собак,1,498.28,1.72,Completed,Нужно уточнить сроки,2024-01-16,7329380320589945,30,10,18
2029637300620,2024-01-01 09:44:00,Иван Иванов,+7 (9378) 27-47,2,Игрушка мяч,3,748.94,151.06,Completed,Нужно уточнить сроки,2024-01-16,7329380320589945,30,10,18
2029637300620,2024-01-01 09:44:00,Иван Иванов,+7 (9378) 27-47,1,Корм для собак,4,1902.94,97.06,Completed,Нужно уточнить сроки,2024-01-16,7329380320589945,30,10,18
2029637300620,2024-01-01 09:44:00,Иван Иванов,+7 (9378) 27-47,5,Молоко,2,5781.24,218.76,Completed,Нужно уточнить сроки,2024-01-16,7329380320589945,30,10,18
2029636234817,2024-01-01 09:47:18,Михаил Орлов,+7 (9748) 18-83,5,Молоко,4,11176.51,823.49,Processing,Ждём с нетерпением!,2024-01-18,8813984916515647,31,1,10
2029636234817,2024-01-01 09:47:18,Михаил Орлов,+7 (9748) 18-83,3,Амуниция для собак,2,2239.72,160.28,Processing,Ждём с нетерпением!,2024-01-18,0768124501445669,31,1,2
2029636892479,2024-01-01 10:25:28,Алексей Михайлов,+7 (9410) 44-96,4,Подписка на газету,4,2177.59,222.41,Cancelled,Подарок вовремя,2024-01-02,9515225760821750,32,2,3
2029636874529,2024-01-01 10:28:49,Алексей Михайлов,+7 (9621) 10-06,5,Молоко,2,5602.91,397.09,Completed,"Задержка с доставкой, печалька...",2024-01-26,9515225760821750,33,2,3
2029636874529,2024-01-01 10:28:49,Алексей Михайлов,+7 (9621) 10-06,4,Подписка на газету,3,1575.57,224.43,Completed,"Задержка с доставкой, печалька...",2024-01-26,9027112006447338,33,2,4
2029636874529,2024-01-01 10:28:49,Алексей Михайлов,+7 (9621) 10-06,1,Корм для собак,3,1408.58,91.42,Completed,"Задержка с доставкой, печалька...",2024-01-26,9515225760821750,33,2,3
2029637269931,2024-01-01 12:12:26,Мария Петрова,+7 (9994) 70-33,1,Корм для собак,3,1373.62,126.38,Cancelled,Спасибо за заказ,2024-01-14,9645911883194436,34,5,8
2029637269931,2024-01-01 12:12:26,Мария Петрова,+7 (9994) 70-33,4,Подписка на газету,4,2325.95,74.05,Cancelled,Спасибо за заказ,2024-01-14,9645911883194436,34,5,8
2029637269931,2024-01-01 12:12:26,Мария Петрова,+7 (9994) 70-33,1,Корм для собак,5,2222.61,277.39,Cancelled,Спасибо за заказ,2024-01-14,9645911883194436,34,5,8
2029637269931,2024-01-01 12:12:26,Мария Петрова,+7 (9994) 70-33,4,Подписка на газету,5,2478.14,521.86,Cancelled,Спасибо за заказ,2024-01-14,9645911883194436,34,5,8
2029637269931,2024-01-01 12:12:26,Мария Петрова,+7 (9994) 70-33,4,Подписка на газету,4,2021.38,378.62,Cancelled,Спасибо за заказ,2024-01-14,9645911883194436,34,5,8
2029634806117,2024-01-01 12:37:43,Михаил Орлов,+7 (9478) 28-25,1,Корм для собак,3,1236.35,263.65,Processing,Спасибо за заказ,2024-06-01,8813984916515647,35,1,10
2029637192381,2024-01-01 13:00:05,Сергей Сидоров,+7 (9905) 83-70,1,Корм для собак,1,466.65,33.35,Processing,"Задержка с доставкой, печалька...",2024-01-04,1147744300886234,36,4,7
2029637192381,2024-01-01 13:00:05,Сергей Сидоров,+7 (9905) 83-70,3,Амуниция для собак,1,1047.74,152.26,Processing,"Задержка с доставкой, печалька...",2024-01-04,1147744300886234,36,4,7
2029637192381,2024-01-01 13:00:05,Сергей Сидоров,+7 (9905) 83-70,4,Подписка на газету,3,1495.88,304.12,Processing,"Задержка с доставкой, печалька...",2024-01-04,1147744300886234,36,4,7
2029637192381,2024-01-01 13:00:05,Сергей Сидоров,+7 (9905) 83-70,2,Игрушка мяч,2,519.1,80.9,Processing,"Задержка с доставкой, печалька...",2024-01-04,1147744300886234,36,4,7
2029637192381,2024-01-01 13:00:05,Сергей Сидоров,+7 (9905) 83-70,1,Корм для собак,1,479.2,20.8,Processing,"Задержка с доставкой, печалька...",2024-01-04,1147744300886234,36,4,7
2029636355139,2024-01-01 14:09:50,Мария Петрова,+7 (9491) 46-84,1,Корм для собак,3,1380.49,119.51,Processing,Нужно уточнить сроки,2024-01-31,9645911883194436,37,5,8
2029636080759,2024-01-01 14:23:00,Иван Иванов,+7 (9400) 90-53,2,Игрушка мяч,5,1321.21,178.79,Completed,Нужно уточнить сроки,2024-01-19,7329380320589945,38,10,18
2029636080759,2024-01-01 14:23:00,Иван Иванов,+7 (9400) 90-53,3,Амуниция для собак,4,3906.03,893.97,Completed,Нужно уточнить сроки,2024-01-19,7329380320589945,38,10,18
2029636080759,2024-01-01 14:23:00,Иван Иванов,+7 (9400) 90-53,4,Подписка на газету,5,2724.37,275.63,Completed,Нужно уточнить сроки,2024-01-19,7329380320589945,38,10,18
2029636080759,2024-01-01 14:23:00,Иван Иванов,+7 (9400) 90-53,1,Корм для собак,5,2226.45,273.55,Completed,Нужно уточнить сроки,2024-01-19,7329380320589945,38,10,18
2029634759965,2024-01-01 14:28:21,Сергей Сидоров,+7 (9506) 11-47,4,Подписка на газету,2,1001.86,198.14,Cancelled,Ждём с нетерпением!,2024-01-26,1147744300886234,39,4,7
2029634759965,2024-01-01 14:28:21,Сергей Сидоров,+7 (9506) 11-47,3,Амуниция для собак,3,3057.02,542.98,Cancelled,Ждём с нетерпением!,2024-01-26,1147744300886234,39,4,7
2029634759965,2024-01-01 14:28:21,Сергей Сидоров,+7 (9506) 11-47,3,Амуниция для собак,3,3356.98,243.02,Cancelled,Ждём с нетерпением!,2024-01-26,1147744300886234,39,4,7
2029637468212,2024-01-01 14:47:30,Ольга Кузнецова,+7 (9396) 68-41,3,Амуниция для собак,2,2102.7,297.3,Completed,Спасибо за заказ,2024-01-23,5389096356870688,40,3,5
2029637468212,2024-01-01 14:47:30,Ольга Кузнецова,+7 (9396) 68-41,3,Амуниция для собак,4,4505.05,294.95,Completed,Спасибо за заказ,2024-01-23,5465186240858011,40,3,6
2029637468212,2024-01-01 14:47:30,Ольга Кузнецова,+7 (9396) 68-41,4,Подписка на газету,1,563.57,36.43,Completed,Спасибо за заказ,2024-01-23,5465186240858011,40,3,6
2029637468212,2024-01-01 14:47:30,Ольга Кузнецова,+7 (9396) 68-41,4,Подписка на газету,4,2333.07,66.93,Completed,Спасибо за заказ,2024-01-23,5465186240858011,40,3,6
2029637468212,2024-01-01 14:47:30,Ольга Кузнецова,+7 (9396) 68-41,2,Игрушка мяч,2,491.68,108.32,Completed,Спасибо за заказ,2024-01-23,4424037129108212,40,3,19
2029636408536,2024-01-01 14:55:00,Алексей Михайлов,+7 (9283) 08-91,1,Корм для собак,5,2230.61,269.39,Processing,Проверить наличие,2024-01-19,9515225760821750,41,2,3
2029636408536,2024-01-01 14:55:00,Алексей Михайлов,+7 (9283) 08-91,2,Игрушка мяч,1,294.08,5.92,Processing,Проверить наличие,2024-01-19,9027112006447338,41,2,4
2029636408536,2024-01-01 14:55:00,Алексей Михайлов,+7 (9283) 08-91,4,Подписка на газету,3,1737.74,62.26,Processing,Проверить наличие,2024-01-19,9027112006447338,41,2,4
2029637089279,2024-01-01 14:57:00,Михаил Орлов,+7 (9090) 35-22,2,Игрушка мяч,4,1153.25,46.75,Cancelled,Спасибо за заказ,2024-01-21,0829129477023777,42,1,1
2029637089279,2024-01-01 14:57:00,Михаил Орлов,+7 (9090) 35-22,4,Подписка на газету,2,1188.93,11.07,Cancelled,Спасибо за заказ,2024-01-21,0768124501445669,42,1,2
2029637089279,2024-01-01 14:57:00,Михаил Орлов,+7 (9090) 35-22,3,Амуниция для собак,2,2309.14,90.86,Cancelled,Спасибо за заказ,2024-01-21,8813984916515647,42,1,10
2029637089279,2024-01-01 14:57:00,Михаил Орлов,+7 (9090) 35-22,3,Амуниция для собак,5,4953.4,1046.6,Cancelled,Спасибо за заказ,2024-01-21,8813984916515647,42,1,10
2029637327367,2024-01-01 15:34:06,Ольга Кузнецова,+7 (9384) 50-36,1,Корм для собак,3,1463.24,36.76,Completed,Подарок вовремя,2024-01-05,5389096356870688,43,3,5
2029637327367,2024-01-01 15:34:06,Ольга Кузнецова,+7 (9384) 50-36,4,Подписка на газету,3,1692.05,107.95,Completed,Подарок вовремя,2024-01-05,5389096356870688,43,3,5
2029637327367,2024-01-01 15:34:06,Ольга Кузнецова,+7 (9384) 50-36,5,Молоко,3,8215.24,784.76,Completed,Подарок вовремя,2024-01-05,5465186240858011,43,3,6
2029637327367,2024-01-01 15:34:06,Ольга Кузнецова,+7 (9384) 50-36,5,Молоко,2,5628.85,371.15,Completed,Подарок вовремя,2024-01-05,5465186240858011,43,3,6
2029637327367,2024-01-01 15:34:06,Ольга Кузнецова,+7 (9384) 50-36,2,Игрушка мяч,1,291.46,8.54,Completed,Подарок вовремя,2024-01-05,5465186240858011,43,3,6
2029637449231,2024-01-01 15:48:00,Анна Смирнова,+7 (9151) 44-77,5,Молоко,3,8316.48,683.52,Cancelled,Спасибо за заказ,2024-01-25,5008300071867573,44,6,9
2029637449231,2024-01-01 15:48:00,Анна Смирнова,+7 (9151) 44-77,2,Игрушка мяч,4,1198.01,1.99,Cancelled,Спасибо за заказ,2024-01-25,5008300071867573,44,6,9
2029636598482,2024-01-01 15:54:39,Наталья Васильева,+7 (9879) 34-58,3,Амуниция для собак,1,987.31,212.69,Completed,Всё отлично!,2024-01-28,4847808390878842,45,9,15
2029637550608,2024-01-01 16:09:00,Наталья Васильева,+7 (9932) 13-03,2,Игрушка мяч,4,1030.04,169.96,Processing,Спасибо за заказ,2024-01-31,4847808390878842,46,9,15
2029637550608,2024-01-01 16:09:00,Наталья Васильева,+7 (9932) 13-03,5,Молоко,2,5090.34,909.66,Processing,Спасибо за заказ,2024-01-31,4847808390878842,46,9,15
2029637550608,2024-01-01 16:09:00,Наталья Васильева,+7 (9932) 13-03,4,Подписка на газету,2,1046.27,153.73,Processing,Спасибо за заказ,2024-01-31,4847808390878842,46,9,15
2029637550608,2024-01-01 16:09:00,Наталья Васильева,+7 (9932) 13-03,4,Подписка на газету,4,2187.28,212.72,Processing,Спасибо за заказ,2024-01-31,4847808390878842,46,9,15
2029637014518,2024-01-01 16:19:35,Ольга Кузнецова,+7 (9930) 98-99,2,Игрушка мяч,1,289.08,10.92,Cancelled,Спасибо за заказ,2024-01-30,4424037129108212,47,3,19
